ENSEMBL	ENTREZID	SYMBOL
ENSG00000134463	79746	ECHDC3
ENSG00000249042	121232370	FAM151B-DT
ENSG00000167965	64223	MLST8
ENSG00000136404	53346	TM6SF1
ENSG00000071994	5134	PDCD2
ENSG00000170185	84640	USP38
ENSG00000005175	79657	RPAP3
ENSG00000237036	220930	ZEB1-AS1
ENSG00000158796	9191	DEDD
ENSG00000136888	9550	ATP6V1G1
ENSG00000184005	256435	ST6GALNAC3
ENSG00000308298	101927086	KLF9-DT
ENSG00000260804	150967	LINC01963
ENSG00000168301	200845	KCTD6
ENSG00000169288	65008	MRPL1
ENSG00000178177	254251	LCORL
ENSG00000125304	9375	TM9SF2
ENSG00000170222	56985	ADPRM
ENSG00000215114	137886	UBXN2B
ENSG00000143420	2029	ENSA
ENSG00000103415	3163	HMOX2
ENSG00000136938	10541	ANP32B
ENSG00000107560	22841	RAB11FIP2
ENSG00000137207	25844	YIPF3
ENSG00000150961	9871	SEC24D
ENSG00000112245	7803	PTP4A1
ENSG00000138395	65061	CDK15
ENSG00000162775	64783	RBM15
ENSG00000227542	122152331	MYO1B-AS1
ENSG00000289720	83737	ITCH
ENSG00000124459	7596	ZNF45
ENSG00000240389	80864	EGFL8
ENSG00000278759	6904	TBCD
ENSG00000168517	124790	HEXIM2
ENSG00000134882	337867	UBAC2
ENSG00000032444	10908	PNPLA6
ENSG00000106004	3202	HOXA5
ENSG00000106144	835	CASP2
ENSG00000157978	26119	LDLRAP1
ENSG00000137285	347733	TUBB2B
ENSG00000171806	92342	METTL18
ENSG00000226800	404665	CACTIN-AS1
ENSG00000256683	59348	ZNF350
ENSG00000053372	51154	MRTO4
ENSG00000156467	7381	UQCRB
ENSG00000237484	105372751	LINC01684
ENSG00000196531	4666	NACA
ENSG00000103811	1512	CTSH
ENSG00000165521	161436	EML5
ENSG00000171045	203062	TSNARE1
ENSG00000171160	118812	MORN4
ENSG00000278087	408050	NOMO3
ENSG00000163735	6374	CXCL5
ENSG00000163874	80149	ZC3H12A
ENSG00000197982	127687	C1orf122
ENSG00000005436	6936	GCFC2
ENSG00000104524	65263	PYCR3
ENSG00000164117	26269	FBXO8
ENSG00000241956	102546299	LOC102546299
ENSG00000065883	8621	CDK13
ENSG00000137770	51496	CTDSPL2
ENSG00000152457	64421	DCLRE1C
ENSG00000159079	56683	CFAP298
ENSG00000151718	80014	WWC2
ENSG00000198951	4668	NAGA
ENSG00000228623	169834	ZNF883
ENSG00000104774	4125	MAN2B1
ENSG00000270170	152217	NCBP2AS2
ENSG00000224501	3304	HSPA1B
ENSG00000138794	839	CASP6
ENSG00000141380	6760	SS18
ENSG00000091073	113878	DTX2
ENSG00000180964	90843	TCEAL8
ENSG00000285051	101928583	SLC7A14-AS1
ENSG00000145545	6715	SRD5A1
ENSG00000215910	284498	C1orf167
ENSG00000110042	23220	DTX4
ENSG00000292301	90459	ERI1
ENSG00000108106	27338	UBE2S
ENSG00000140320	22893	BAHD1
ENSG00000167081	5090	PBX3
ENSG00000170312	983	CDK1
ENSG00000086475	22929	SEPHS1
ENSG00000105619	29844	TFPT
ENSG00000114520	8723	SNX4
ENSG00000014919	1355	COX15
ENSG00000066777	10565	ARFGEF1
ENSG00000115464	9736	USP34
ENSG00000278311	79893	GGNBP2
ENSG00000089195	51605	TRMT6
ENSG00000101294	81502	HM13
ENSG00000132792	56259	CTNNBL1
ENSG00000281903	107987295	ASMER1
ENSG00000000460	55732	FIRRM
ENSG00000061455	93166	PRDM6
ENSG00000062598	63916	ELMO2
ENSG00000130332	51690	LSM7
ENSG00000070814	6949	TCOF1
ENSG00000075914	23016	EXOSC7
ENSG00000157837	121665	SPPL3
ENSG00000119969	3070	HELLS
ENSG00000130244	147965	FAM98C
ENSG00000156500	159091	PABIR3
ENSG00000135837	9857	CEP350
ENSG00000160803	56893	UBQLN4
ENSG00000179152	285343	TCAIM
ENSG00000238207	124907878	LOC124907878
ENSG00000167861	283987	HID1
ENSG00000286106	101929796	NOTCH2NLR
ENSG00000305602	101928487	LOC101928487
ENSG00000172780	339122	RAB43
ENSG00000198130	26275	HIBCH
ENSG00000272899	100130705	SPMIP1
ENSG00000204920	7711	ZNF155
ENSG00000285479	775	CACNA1C
ENSG00000285479	100874369	CACNA1C-IT2
ENSG00000291115	134466	ZNF300P1
ENSG00000250486	152756	FAM218A
ENSG00000273145	124905134	LOC124905134
ENSG00000270964	118732298	MAP2K5-DT
ENSG00000189308	132660	LIN54
ENSG00000232804	3304	HSPA1B
ENSG00000141505	432	ASGR1
ENSG00000171202	84233	TMEM126A
ENSG00000198276	54963	UCKL1
ENSG00000094631	10013	HDAC6
ENSG00000114062	7337	UBE3A
ENSG00000114491	7372	UMPS
ENSG00000196440	100131755	ARMCX4
ENSG00000064999	23294	ANKS1A
ENSG00000171443	147807	ZNF524
ENSG00000260027	3217	HOXB7
ENSG00000107262	573	BAG1
ENSG00000273707	1028	CDKN1C
ENSG00000112079	11329	STK38
ENSG00000163875	64769	MEAF6
ENSG00000197226	23061	TBC1D9B
ENSG00000141376	54828	BCAS3
ENSG00000245498	100507283	MSANTD2-AS1
ENSG00000119655	10577	NPC2
ENSG00000156398	118980	SFXN2
ENSG00000180139	100132116	ACTA2-AS1
ENSG00000184481	4303	FOXO4
ENSG00000198918	6170	RPL39
ENSG00000253846	56106	PCDHGA10
ENSG00000129317	83448	PUS7L
ENSG00000177700	5441	POLR2L
ENSG00000137996	8634	RTCA
ENSG00000184897	8971	H1-10
ENSG00000274891	51112	TRAPPC12
ENSG00000102934	51090	PLLP
ENSG00000108001	253738	EBF3
ENSG00000173113	51504	TRMT112
ENSG00000198690	22909	FAN1
ENSG00000119446	92400	RBM18
ENSG00000143554	11000	SLC27A3
ENSG00000175283	22845	DOLK
ENSG00000139631	51380	CSAD
ENSG00000175792	8607	RUVBL1
ENSG00000160284	84221	SPATC1L
ENSG00000107949	56647	BCCIP
ENSG00000110844	25766	PRPF40B
ENSG00000165264	4712	NDUFB6
ENSG00000253352	55000	TUG1
ENSG00000057294	5318	PKP2
ENSG00000141012	2588	GALNS
ENSG00000135083	79616	CCNJL
ENSG00000291066	730092	RRN3P1
ENSG00000102445	80183	RUBCNL
ENSG00000138621	60490	PPCDC
ENSG00000162851	64216	TFB2M
ENSG00000155158	158219	TTC39B
ENSG00000107317	5730	PTGDS
ENSG00000149639	140710	MTCL2
ENSG00000169760	22871	NLGN1
ENSG00000131480	314	AOC2
ENSG00000164953	91147	TMEM67
ENSG00000274359	4696	NDUFA3
ENSG00000180998	283554	GPR137C
ENSG00000176678	2300	FOXL1
ENSG00000005189	81691	REXO5
ENSG00000117682	79947	DHDDS
ENSG00000152763	79819	DNAI4
ENSG00000231367	101929596	LINC02613
ENSG00000131018	23345	SYNE1
ENSG00000180340	2535	FZD2
ENSG00000155980	3798	KIF5A
ENSG00000023287	9821	RB1CC1
ENSG00000067365	79091	METTL22
ENSG00000286389	105373289	LOC105373289
ENSG00000141526	9123	SLC16A3
ENSG00000170458	929	CD14
ENSG00000101161	24148	PRPF6
ENSG00000187951	100288637	LOC100288637
ENSG00000143324	9213	XPR1
ENSG00000175899	2	A2M
ENSG00000290525	400759	GBP1P1
ENSG00000186111	23396	PIP5K1C
ENSG00000143621	3608	ILF2
ENSG00000163382	128240	NAXE
ENSG00000125966	10893	MMP24
ENSG00000188001	285386	TPRG1
ENSG00000168743	255743	NPNT
ENSG00000262024	6942	TCF20
ENSG00000154065	147463	ANKRD29
ENSG00000123570	51209	RAB9B
ENSG00000065978	4904	YBX1
ENSG00000112305	60682	SMAP1
ENSG00000128536	222256	CDHR3
ENSG00000206450	3106	HLA-B
ENSG00000163029	79677	SMC6
ENSG00000179889	23042	PDXDC1
ENSG00000186889	200728	TMEM17
ENSG00000135709	9764	KIAA0513
ENSG00000291106	100505687	SNHG33
ENSG00000118705	6185	RPN2
ENSG00000242114	51537	MTFP1
ENSG00000104881	10848	PPP1R13L
ENSG00000139508	283537	SLC46A3
ENSG00000060642	55650	PIGV
ENSG00000158669	137964	GPAT4
ENSG00000205456	24150	TP53TG3
ENSG00000205456	729264	TP53TG3D
ENSG00000205456	729355	TP53TG3B
ENSG00000205456	102723655	LOC102723655
ENSG00000205456	102723713	LOC102723713
ENSG00000007541	9091	PIGQ
ENSG00000132950	9205	ZMYM5
ENSG00000291035	91695	RRP7BP
ENSG00000160688	80308	FLAD1
ENSG00000239754	629	CFB
ENSG00000231817	101929344	LINC01198
ENSG00000091656	79776	ZFHX4
ENSG00000127054	54973	INTS11
ENSG00000167384	7733	ZNF180
ENSG00000177352	64925	CCDC71
ENSG00000161847	125950	RAVER1
ENSG00000203666	84288	DRC8
ENSG00000254901	729991	BORCS8
ENSG00000157693	203197	TMEM268
ENSG00000169255	8706	B3GALNT1
ENSG00000169439	6383	SDC2
ENSG00000162923	80232	WDR26
ENSG00000176927	374786	EFCAB5
ENSG00000023572	51022	GLRX2
ENSG00000105778	23080	AVL9
ENSG00000122705	1211	CLTA
ENSG00000131378	23180	RFTN1
ENSG00000141027	9611	NCOR1
ENSG00000161960	1973	EIF4A1
ENSG00000169019	54951	COMMD8
ENSG00000174106	23592	LEMD3
ENSG00000232133	100874399	IMPDH1P10
ENSG00000237335	10471	PFDN6
ENSG00000264522	56957	OTUD7B
ENSG00000013374	51667	NUB1
ENSG00000109787	51274	KLF3
ENSG00000127483	50809	HP1BP3
ENSG00000203797	8528	DDO
ENSG00000175322	162655	ZNF519
ENSG00000269186	100506542	LINC01082
ENSG00000134759	55250	ELP2
ENSG00000146842	84928	TMEM209
ENSG00000179583	4261	CIITA
ENSG00000068354	4943	TBC1D25
ENSG00000003249	79007	DBNDD1
ENSG00000100105	23598	PATZ1
ENSG00000163322	84142	ABRAXAS1
ENSG00000101751	11201	POLI
ENSG00000089048	51575	ESF1
ENSG00000119720	55051	NRDE2
ENSG00000255302	23741	EID1
ENSG00000065600	55248	PACC1
ENSG00000166337	6881	TAF10
ENSG00000288675	101927423	PANO1
ENSG00000113615	10802	SEC24A
ENSG00000232859	201229	LYRM9
ENSG00000144485	55502	HES6
ENSG00000158710	8407	TAGLN2
ENSG00000240809	401076	CAP1P1
ENSG00000255399	255480	TBX5-AS1
ENSG00000280670	126661	CCDC163
ENSG00000167721	55720	TSR1
ENSG00000109062	9368	NHERF1
ENSG00000140297	9245	GCNT3
ENSG00000112039	2178	FANCE
ENSG00000130204	10452	TOMM40
ENSG00000169683	201255	LRRC45
ENSG00000251369	162972	ZNF550
ENSG00000118496	84085	FBXO30
ENSG00000130816	1786	DNMT1
ENSG00000285090	101927525	COL1A2-AS1
ENSG00000067836	79641	ROGDI
ENSG00000085644	7760	ZNF213
ENSG00000159885	7673	ZNF222
ENSG00000163444	92703	TMEM183A
ENSG00000272602	152687	ZNF595
ENSG00000248587	101929745	LINC02119
ENSG00000248587	105374729	LINC02110
ENSG00000248587	105374731	LINC02107
ENSG00000100038	8940	TOP3B
ENSG00000197863	388536	ZNF790
ENSG00000118495	5325	PLAGL1
ENSG00000146676	5814	PURB
ENSG00000163832	54859	ELP6
ENSG00000289745	102724351	LOC102724351
ENSG00000036448	9172	MYOM2
ENSG00000139182	9746	CLSTN3
ENSG00000139496	9818	NUP58
ENSG00000108771	79132	DHX58
ENSG00000168282	4247	MGAT2
ENSG00000181191	64219	PJA1
ENSG00000250251	353511	PKD1P6
ENSG00000246640	284080	PICART1
ENSG00000197565	1288	COL4A6
ENSG00000128739	6638	SNRPN
ENSG00000147548	54904	NSD3
ENSG00000165417	2957	GTF2A1
ENSG00000034510	9168	TMSB10
ENSG00000204227	6015	RING1
ENSG00000157625	257397	TAB3
ENSG00000267100	147727	ILF3-DT
ENSG00000297134	285442	LOC285442
ENSG00000169851	5099	PCDH7
ENSG00000186654	55615	PRR5
ENSG00000256751	101928290	PLBD1-AS1
ENSG00000177971	55272	IMP3
ENSG00000171174	64080	RBKS
ENSG00000258708	100129794	SLC25A21-AS1
ENSG00000120910	5533	PPP3CC
ENSG00000140104	122616	CLBA1
ENSG00000157423	54768	HYDIN
ENSG00000153531	113622	ADPRHL1
ENSG00000149451	80332	ADAM33
ENSG00000165983	9317	PTER
ENSG00000180902	728294	D2HGDH
ENSG00000197837	121504	H4C16
ENSG00000004838	51364	ZMYND10
ENSG00000110497	55626	AMBRA1
ENSG00000140391	10099	TSPAN3
ENSG00000141644	4152	MBD1
ENSG00000198886	4538	MT-ND4
ENSG00000204315	63943	FKBPL
ENSG00000241343	6173	RPL36A
ENSG00000250326	105377623	USP38-DT
ENSG00000273173	8926	SNURF
ENSG00000198178	170482	CLEC4C
ENSG00000285410	55056	GABPB1-IT1
ENSG00000133800	10894	LYVE1
ENSG00000135766	54583	EGLN1
ENSG00000113327	2566	GABRG2
ENSG00000198492	51441	YTHDF2
ENSG00000151882	56477	CCL28
ENSG00000174915	81490	PTDSS2
ENSG00000176014	84617	TUBB6
ENSG00000118046	6794	STK11
ENSG00000291402	114819	CROCCP3
ENSG00000116127	7840	ALMS1
ENSG00000151353	129787	TMEM18
ENSG00000293434	130872	AHSA2P
ENSG00000139746	64062	RBM26
ENSG00000185261	285600	KIAA0825
ENSG00000157542	3763	KCNJ6
ENSG00000290706	387644	FAM238C
ENSG00000213465	402	ARL2
ENSG00000114902	28972	SPCS1
ENSG00000180822	389362	PSMG4
ENSG00000050405	51474	LIMA1
ENSG00000183458	339039	PKD1P3
ENSG00000235009	100996902	LINC01883
ENSG00000235009	105374468	LOC105374468
ENSG00000142197	9980	DOP1B
ENSG00000198939	80108	ZFP2
ENSG00000154814	92106	OXNAD1
ENSG00000221883	646450	ARIH2OS
ENSG00000213015	51157	ZNF580
ENSG00000078967	51619	UBE2D4
ENSG00000186448	10168	ZNF197
ENSG00000186448	110354863	ZNF660-ZNF197
ENSG00000186792	8372	HYAL3
ENSG00000169895	94056	SYAP1
ENSG00000132153	22907	DHX30
ENSG00000132382	10514	MYBBP1A
ENSG00000260942	101752400	CAPN10-DT
ENSG00000297805	653080	GUSBP16
ENSG00000112130	9025	RNF8
ENSG00000267855	4701	NDUFA7
ENSG00000070756	26986	PABPC1
ENSG00000135549	5570	PKIB
ENSG00000147804	55630	SLC39A4
ENSG00000119401	22954	TRIM32
ENSG00000169604	84168	ANTXR1
ENSG00000086200	51194	IPO11
ENSG00000086200	101180901	IPO11-LRRC70
ENSG00000198252	6815	STYX
ENSG00000205403	3426	CFI
ENSG00000227963	440600	RBM15-AS1
ENSG00000099817	5434	POLR2E
ENSG00000107290	23064	SETX
ENSG00000134716	1573	CYP2J2
ENSG00000087237	1071	CETP
ENSG00000125991	51614	ERGIC3
ENSG00000139636	55716	LMBR1L
ENSG00000259551	102724135	LOC102724135
ENSG00000103254	65990	ANTKMT
ENSG00000135972	64965	MRPS9
ENSG00000166311	6609	SMPD1
ENSG00000275740	127814297	RBM27-POU4F3
ENSG00000173156	29984	RHOD
ENSG00000230392	101928336	LINC03098
ENSG00000109270	8649	LAMTOR3
ENSG00000105355	10226	PLIN3
ENSG00000106344	55131	RBM28
ENSG00000171522	5734	PTGER4
ENSG00000187049	51259	TMEM216
ENSG00000248508	100131089	SRP14-DT
ENSG00000120694	10808	HSPH1
ENSG00000120733	51780	KDM3B
ENSG00000126814	57570	TRMT5
ENSG00000139842	8451	CUL4A
ENSG00000165322	94134	ARHGAP12
ENSG00000073670	4185	ADAM11
ENSG00000226314	651302	ZKSCAN8P1
ENSG00000240038	280	AMY2B
ENSG00000102893	5257	PHKB
ENSG00000151849	55835	CPAP
ENSG00000168003	6520	SLC3A2
ENSG00000176125	402682	UFSP1
ENSG00000205307	100316904	SAP25
ENSG00000183690	80258	EFHC2
ENSG00000100504	5836	PYGL
ENSG00000176619	84823	LMNB2
ENSG00000188868	147837	ZNF563
ENSG00000284807	10901	DHRS4
ENSG00000083093	79728	PALB2
ENSG00000164897	83590	TMUB1
ENSG00000155666	79831	KDM8
ENSG00000187522	51182	HSPA14
ENSG00000273162	107984262	LOC107984262
ENSG00000132570	84105	PCBD2
ENSG00000151014	25819	NOCT
ENSG00000274020	388685	LINC01138
ENSG00000274020	105371225	LOC105371225
ENSG00000274020	105371226	LINC01731
ENSG00000244270	729215	RPL32P29
ENSG00000188517	84570	COL25A1
ENSG00000110723	23086	EXPH5
ENSG00000122481	25950	RWDD3
ENSG00000151303	119385	AGAP11
ENSG00000165792	64745	METTL17
ENSG00000110427	25758	KIAA1549L
ENSG00000310576	55009	FAM174C
ENSG00000158406	8365	H4C8
ENSG00000160404	27433	TOR2A
ENSG00000138381	54529	ASNSD1
ENSG00000070061	8518	ELP1
ENSG00000179091	1537	CYC1
ENSG00000072401	7321	UBE2D1
ENSG00000104765	665	BNIP3L
ENSG00000185504	80233	FAAP100
ENSG00000146282	57038	RARS2
ENSG00000278780	80264	ZNF430
ENSG00000125510	4987	OPRL1
ENSG00000133835	3295	HSD17B4
ENSG00000173258	158399	ZNF483
ENSG00000103494	23322	RPGRIP1L
ENSG00000122692	55234	SMU1
ENSG00000186272	7565	ZNF17
ENSG00000283847	26959	HBP1
ENSG00000025434	10062	NR1H3
ENSG00000170271	10826	FAXDC2
ENSG00000229852	122539212	KHDC1-AS1
ENSG00000246582	389641	TNFRSF10A-DT
ENSG00000145335	6622	SNCA
ENSG00000186184	51082	POLR1D
ENSG00000133393	123811	CEP20
ENSG00000140157	81614	NIPA2
ENSG00000049769	89801	PPP1R3F
ENSG00000125772	56261	GPCPD1
ENSG00000186687	90624	LYRM7
ENSG00000083828	54807	ZNF586
ENSG00000005206	56928	SPPL2B
ENSG00000111640	2597	GAPDH
ENSG00000174080	8722	CTSF
ENSG00000180901	23510	KCTD2
ENSG00000204356	7936	NELFE
ENSG00000206559	152098	ZCWPW2
ENSG00000138593	9728	SECISBP2L
ENSG00000203791	399818	EEF1AKMT2
ENSG00000167536	147015	DHRS13
ENSG00000161958	2256	FGF11
ENSG00000291202	101926918	GTF2IP12
ENSG00000185885	8519	IFITM1
ENSG00000142252	79760	GEMIN7
ENSG00000141026	55090	MED9
ENSG00000263002	10780	ZNF234
ENSG00000108961	29098	RANGRF
ENSG00000196338	54413	NLGN3
ENSG00000141759	10907	TXNL4A
ENSG00000081760	65985	AACS
ENSG00000225553	5252	PHF1
ENSG00000256537	100129361	SMIM10L1
ENSG00000198719	28514	DLL1
ENSG00000138675	2250	FGF5
ENSG00000145934	57451	TENM2
ENSG00000112406	51696	HECA
ENSG00000099203	11018	TMED1
ENSG00000123219	64105	CENPK
ENSG00000165806	840	CASP7
ENSG00000173588	51134	CEP83
ENSG00000181704	286451	YIPF6
ENSG00000109103	9094	UNC119
ENSG00000099917	51586	MED15
ENSG00000276774	79165	LENG1
ENSG00000001561	22875	ENPP4
ENSG00000115211	8890	EIF2B4
ENSG00000125845	650	BMP2
ENSG00000126226	55795	PCID2
ENSG00000138050	80745	THUMPD2
ENSG00000082516	25929	GEMIN5
ENSG00000179604	23580	CDC42EP4
ENSG00000100344	80339	PNPLA3
ENSG00000115896	5334	PLCL1
ENSG00000196584	7516	XRCC2
ENSG00000152359	134359	POC5
ENSG00000103671	9325	TRIP4
ENSG00000136451	7716	VEZF1
ENSG00000143543	10899	JTB
ENSG00000293060	2502	FTH1P10
ENSG00000125618	7849	PAX8
ENSG00000108826	51264	MRPL27
ENSG00000152076	91409	CCDC74B
ENSG00000188171	199777	ZNF626
ENSG00000025796	11231	SEC63
ENSG00000168591	79089	TMUB2
ENSG00000183155	5877	RABIF
ENSG00000106537	27075	TSPAN13
ENSG00000076321	27252	KLHL20
ENSG00000169228	53917	RAB24
ENSG00000229809	146542	ZNF688
ENSG00000169203	440353	NPIPB12
ENSG00000124802	9521	EEF1E1
ENSG00000186166	338657	CENATAC
ENSG00000115524	23451	SF3B1
ENSG00000055147	10827	FAM114A2
ENSG00000205221	5212	VIT
ENSG00000271584	105369490	LINC02550
ENSG00000179523	645212	EIF3J-DT
ENSG00000159055	54069	MIS18A
ENSG00000176024	79898	ZNF613
ENSG00000279247	102157402	AK6
ENSG00000144468	84236	RHBDD1
ENSG00000170677	9306	SOCS6
ENSG00000100335	54471	MIEF1
ENSG00000114316	7375	USP4
ENSG00000141098	81577	GFOD2
ENSG00000163312	113510	HELQ
ENSG00000172409	10978	CLP1
ENSG00000178074	205327	C2orf69
ENSG00000269386	100507567	RAB11B-AS1
ENSG00000035499	55789	DEPDC1B
ENSG00000143612	25912	LTAP1
ENSG00000196235	6829	SUPT5H
ENSG00000121989	92	ACVR2A
ENSG00000143457	55204	GOLPH3L
ENSG00000172062	6606	SMN1
ENSG00000172062	6607	SMN2
ENSG00000184347	6586	SLIT3
ENSG00000231889	643749	TRAF3IP2-AS1
ENSG00000279170	100130890	TSTD3
ENSG00000291087	1416	CRYBB2P1
ENSG00000174796	152815	THAP6
ENSG00000197362	136051	ZNF786
ENSG00000075188	79023	NUP37
ENSG00000113621	79770	TXNDC15
ENSG00000138035	87178	PNPT1
ENSG00000254473	105376114	UBQLN1-AS1
ENSG00000288195	79883	PODNL1
ENSG00000239382	84964	ALKBH6
ENSG00000086504	10573	MRPL28
ENSG00000086666	54469	ZFAND6
ENSG00000147894	203228	C9orf72
ENSG00000005700	25998	IBTK
ENSG00000064225	10402	ST3GAL6
ENSG00000107862	8729	GBF1
ENSG00000108515	2027	ENO3
ENSG00000148572	29982	NRBF2
ENSG00000151687	150709	ANKAR
ENSG00000273213	440686	H3-7
ENSG00000204394	7407	VARS1
ENSG00000228794	643837	LINC01128
ENSG00000170037	116840	CNTROB
ENSG00000197928	342926	ZNF677
ENSG00000143751	163859	SDE2
ENSG00000179168	199720	GGN
ENSG00000234616	8629	JRK
ENSG00000066427	4287	ATXN3
ENSG00000184967	79050	NOC4L
ENSG00000173214	91749	SLC60A2
ENSG00000015285	7454	WAS
ENSG00000198815	22887	FOXJ3
ENSG00000187231	91404	SESTD1
ENSG00000290763	255812	SDHAP1
ENSG00000115459	84173	ELMOD3
ENSG00000153048	23589	CARHSP1
ENSG00000129968	81926	ABHD17A
ENSG00000189337	23254	KAZN
ENSG00000102383	158866	ZDHHC15
ENSG00000137038	90871	DMAC1
ENSG00000113209	26167	PCDHB5
ENSG00000100124	129138	ANKRD54
ENSG00000101365	3420	IDH3B
ENSG00000103490	29108	PYCARD
ENSG00000104946	79735	TBC1D17
ENSG00000139974	145389	SLC38A6
ENSG00000159256	23515	MORC3
ENSG00000066382	744	MPPED2
ENSG00000082213	55322	C5orf22
ENSG00000124257	140825	NEURL2
ENSG00000158092	4690	NCK1
ENSG00000165246	22829	NLGN4Y
ENSG00000065427	3735	KARS1
ENSG00000188316	387712	ENO4
ENSG00000274049	100532735	INO80B-WBP1
ENSG00000275035	80212	CCDC92
ENSG00000101187	28231	SLCO4A1
ENSG00000115935	7456	WIPF1
ENSG00000240065	5698	PSMB9
ENSG00000033100	54480	CHPF2
ENSG00000170915	85315	PAQR8
ENSG00000073008	5817	PVR
ENSG00000157429	7567	ZNF19
ENSG00000157429	124903710	LOC124903710
ENSG00000163701	132014	IL17RE
ENSG00000092439	54822	TRPM7
ENSG00000128872	29767	TMOD2
ENSG00000162174	80150	ASRGL1
ENSG00000182329	100652824	KIAA2012
ENSG00000136161	1102	RCBTB2
ENSG00000242715	728591	CCDC169
ENSG00000011295	54902	TTC19
ENSG00000174748	6138	RPL15
ENSG00000242622	107986119	GSK3B-DT
ENSG00000187098	4286	MITF
ENSG00000165389	171546	SPTSSA
ENSG00000185800	1762	DMWD
ENSG00000204221	9277	WDR46
ENSG00000171858	6227	RPS21
ENSG00000176340	1351	COX8A
ENSG00000052850	60529	ALX4
ENSG00000124279	79072	FASTKD3
ENSG00000083642	23047	PDS5B
ENSG00000160111	27151	CPAMD8
ENSG00000175084	1674	DES
ENSG00000123119	64168	NECAB1
ENSG00000134317	29841	GRHL1
ENSG00000236204	400945	LINC01376
ENSG00000255248	399959	MIR100HG
ENSG00000261652	145788	PIERCE2
ENSG00000084234	334	APLP2
ENSG00000136848	153090	DAB2IP
ENSG00000119535	1441	CSF3R
ENSG00000157111	134285	TMEM171
ENSG00000177954	6232	RPS27
ENSG00000158856	2039	DMTN
ENSG00000178917	285346	ZNF852
ENSG00000137496	10068	IL18BP
ENSG00000227471	441282	AKR1B15
ENSG00000106245	8896	BUD31
ENSG00000166797	84191	CIAO2A
ENSG00000178974	55030	FBXO34
ENSG00000155465	9056	SLC7A7
ENSG00000080603	10847	SRCAP
ENSG00000244115	552891	DNAJC25-GNG10
ENSG00000292233	140699	MROH8
ENSG00000121905	3208	HPCA
ENSG00000204590	2794	GNL1
ENSG00000118482	23469	PHF3
ENSG00000198917	51490	SPOUT1
ENSG00000172059	8462	KLF11
ENSG00000197603	65250	CPLANE1
ENSG00000179115	2193	FARSA
ENSG00000107554	23268	DNMBP
ENSG00000248174	101928509	LINC02268
ENSG00000198466	84914	ZNF587
ENSG00000237505	101927891	PKN2-AS1
ENSG00000175756	54998	AURKAIP1
ENSG00000122126	4952	OCRL
ENSG00000261971	124900372	LOC124900372
ENSG00000143727	52	ACP1
ENSG00000170891	54360	CYTL1
ENSG00000196597	158431	ZNF782
ENSG00000268471	54553	MIR4453HG
ENSG00000104324	10404	CPQ
ENSG00000105738	23094	SIPA1L3
ENSG00000112237	892	CCNC
ENSG00000137216	55362	TMEM63B
ENSG00000164674	94120	SYTL3
ENSG00000204843	1639	DCTN1
ENSG00000232995	127814295	LOC127814295
ENSG00000234028	101928403	EIF2AK3-DT
ENSG00000258325	283440	ITFG2-AS1
ENSG00000258325	100652846	CACNA1C-AS1
ENSG00000258325	100874235	CACNA1C-AS2
ENSG00000169100	293	SLC25A6
ENSG00000183479	11219	TREX2
ENSG00000069849	483	ATP1B3
ENSG00000072832	1400	CRMP1
ENSG00000133247	84787	KMT5C
ENSG00000258555	101730217	SPECC1L-ADORA2A
ENSG00000236383	100874261	CCDC200
ENSG00000291228	652276	LOC652276
ENSG00000068724	57217	TTC7A
ENSG00000113758	1627	DBN1
ENSG00000146094	79930	DOK3
ENSG00000187240	79659	DYNC2H1
ENSG00000197417	23729	SHPK
ENSG00000290782	142913	CFL1P1
ENSG00000100027	29799	YPEL1
ENSG00000142186	57410	SCYL1
ENSG00000251201	100302736	TMED7-TICAM2
ENSG00000269609	100505761	C10orf95-AS1
ENSG00000113734	662	BNIP1
ENSG00000141527	79092	CARD14
ENSG00000175826	23399	CTDNEP1
ENSG00000101444	191	AHCY
ENSG00000161888	147841	SPC24
ENSG00000164134	80155	NAA15
ENSG00000168827	85476	GFM1
ENSG00000274287	23513	SCRIB
ENSG00000223618	6293	VPS52
ENSG00000066855	9650	MTFR1
ENSG00000006282	64847	SPATA20
ENSG00000064199	53340	SPA17
ENSG00000127472	5322	PLA2G5
ENSG00000135108	23014	FBXO21
ENSG00000251138	100507377	LINC02882
ENSG00000116668	54823	SWT1
ENSG00000155380	6566	SLC16A1
ENSG00000163960	26043	UBXN7
ENSG00000173391	4973	OLR1
ENSG00000177238	493829	TRIM72
ENSG00000182108	28955	DEXI
ENSG00000131475	84313	VPS25
ENSG00000164924	7534	YWHAZ
ENSG00000276701	4282	MIF
ENSG00000291179	554206	LCMT1P1
ENSG00000176463	28232	SLCO3A1
ENSG00000125650	5623	PSPN
ENSG00000007545	57585	CRAMP1
ENSG00000174996	64837	KLC2
ENSG00000102034	2000	ELF4
ENSG00000079337	10411	RAPGEF3
ENSG00000116560	6421	SFPQ
ENSG00000135482	84872	ZC3H10
ENSG00000099290	253725	WASHC2C
ENSG00000099290	387680	WASHC2A
ENSG00000112759	2030	SLC29A1
ENSG00000225953	150538	SATB2-AS1
ENSG00000107758	5532	PPP3CB
ENSG00000196724	147686	ZNF418
ENSG00000109171	57606	SLAIN2
ENSG00000114354	10342	TFG
