index	gene_ids	mt	n_cells	highly_variable	means	dispersions	dispersions_norm
SETD5	ENSG00000168137	False	148	True	0.2373994540807511	2.3820962629614595	1.2499416
ARPC4	ENSG00000241553	False	847	True	1.0260727184749407	2.9563970450604815	0.8118397
RPUSD3	ENSG00000156990	False	164	True	0.2681026437692424	2.9988255917265256	2.4676564
JAGN1	ENSG00000171135	False	351	True	0.5131138596094345	2.6249399777091336	0.543017
ATG7	ENSG00000197548	False	46	True	0.07937408061873705	2.4495467423634283	1.3831207
TMEM40	ENSG00000088726	False	14	True	0.08896390439277227	3.3374797085439414	3.1363194
SLC6A6	ENSG00000131389	False	80	True	0.1350844004288449	2.1718630285101836	0.83484197
CCDC174	ENSG00000154781	False	156	True	0.2510016680940135	2.0909598950232504	0.675101
UBE2E1	ENSG00000170142	False	320	True	0.47432863949721316	3.231596516043182	1.3204938
TOP2B	ENSG00000077097	False	104	True	0.20345356471160977	4.169489298445692	4.779099
SLC4A7	ENSG00000033867	False	64	True	0.11902571060173808	2.370166748381991	1.2263871
CMTM7	ENSG00000153551	False	542	True	0.7406552799100368	3.0338788580080154	0.9968025
GLB1	ENSG00000170266	False	126	True	0.2060660730259318	3.119879391596887	2.7066739
CRTAP	ENSG00000170275	False	206	True	0.3565287790711135	3.783990445677538	2.028429
CSRNP1	ENSG00000144655	False	279	True	0.4145574242812563	2.796130827022393	0.76241124
EIF1B	ENSG00000114784	False	513	True	0.7142090202104663	2.7268963585252117	0.56212133
ENTPD3-AS1	ENSG00000223797	False	51	True	0.13490594441367423	4.60509327539628	5.639187
CTNNB1	ENSG00000168036	False	188	True	0.3372846441165762	3.928936624637163	2.2141886
VIPR1	ENSG00000114812	False	45	True	0.09727110735984396	3.795590308892839	4.040846
NKTR	ENSG00000114857	False	358	True	0.5212327732770964	2.70178975395631	0.6415059
ABHD5	ENSG00000011198	False	66	True	0.15282229805364586	4.349900967449557	5.135317
ELP6	ENSG00000163832	False	142	True	0.26795438847070113	4.197361777616822	4.8341327
NME6	ENSG00000172113	False	87	True	0.1786543043447645	3.940016703026492	4.326012
TREX1	ENSG00000213689	False	328	True	0.4826534783248856	3.0395936383142925	1.0744275
UQCRC1	ENSG00000010256	False	499	True	0.6644753975953469	3.192515791245698	1.2214292
ARIH2OS	ENSG00000221883	False	77	True	0.15079644916770082	3.028189905250284	2.5256355
QRICH1	ENSG00000198218	False	104	True	0.17141665168543474	2.611299344431075	1.7024966
USP19	ENSG00000172046	False	47	True	0.08622134110036278	2.407411716801134	1.2999263
GPX1	ENSG00000233276	False	1136	True	1.8774805690817848	3.6169883542187127	1.6156526
TCTA	ENSG00000145022	False	84	True	0.14650400916756912	2.6370653246180242	1.7533709
IP6K1	ENSG00000176095	False	98	True	0.17186785847691075	2.5144381805219114	1.511247
FAM212A	ENSG00000185614	False	24	True	0.05057697102262443	2.144365841600166	0.7805495
RBM5	ENSG00000003756	False	176	True	0.3879463223224324	5.097518069208781	3.7118154
GNAI2	ENSG00000114353	False	618	True	0.8305943069597383	2.6884234382772987	0.5076444
NPRL2	ENSG00000114388	False	146	True	0.3146381060093813	4.354488815810028	2.7595663
C3orf18	ENSG00000088543	False	10	True	0.021262773911572126	2.026192456963685	0.5472195
HEMK1	ENSG00000114735	False	49	True	0.1594667015164222	4.821633181284027	6.066739
CISH	ENSG00000114737	False	207	True	0.36658347084553533	2.9945532942044166	1.0167048
GLYCTK	ENSG00000168237	False	47	True	0.09149011421338671	3.229881138774244	2.9238691
PBRM1	ENSG00000163939	False	118	True	0.2146982278191809	2.862570629337745	2.1986248
PRKCD	ENSG00000163932	False	146	True	0.23309426595215302	2.7085068301371864	1.8944302
CCDC66	ENSG00000180376	False	119	True	0.26681242135465066	4.303926466316347	5.0445414
ARF4	ENSG00000168374	False	381	True	0.5375277200586511	2.7364671586051537	0.68594766
DENND6A	ENSG00000174839	False	39	True	0.07223652971386826	2.2444795446262034	0.97822124
DNASE1L3	ENSG00000163687	False	8	True	0.034178538248179256	3.2518568340888487	2.9672594
THOC7	ENSG00000163634	False	434	True	0.6850208035344088	4.128695418617463	2.5470412
SUCLG2	ENSG00000172340	False	352	True	0.4984622418285178	3.0856443535154203	1.133445
EOGT	ENSG00000163378	False	19	True	0.04546763961383474	3.2040248394711046	2.8728166
ARL6IP5	ENSG00000144746	False	1222	True	1.4521564721570004	3.569857435468013	1.9339436
PROK2	ENSG00000163421	False	8	True	0.022377160760613555	2.0855617429453397	0.6644425
C3orf38	ENSG00000179021	False	131	True	0.22060064672536897	2.1574528346102495	0.80638945
MINA	ENSG00000170854	False	101	True	0.1615185041360343	2.452153234414791	1.3882672
TBC1D23	ENSG00000036054	False	55	True	0.11226783843471118	2.8927311179629225	2.2581758
NIT2	ENSG00000114021	False	190	True	0.35539610012717504	3.764943242125582	2.0040185
BBX	ENSG00000114439	False	386	True	0.5655600216060458	2.979491682723836	0.91979134
CD47	ENSG00000196776	False	669	True	0.8818368069261098	3.404626097569262	1.5104638
CD96	ENSG00000153283	False	320	True	0.46986295670007344	2.8423248517633337	0.8216124
TIGIT	ENSG00000181847	False	189	True	0.4306306712201329	3.63248931248681	1.8342687
B4GALT4	ENSG00000121578	False	76	True	0.14995376949960337	3.0327939574941825	2.534726
TIMMDC1	ENSG00000113845	False	254	True	0.4065344514303003	3.6579325337507576	1.8668761
FSTL1	ENSG00000163430	False	7	True	0.03104212143279481	2.604405940778243	1.6888858
HGD	ENSG00000113924	False	7	True	0.03444414190432289	2.9143826691301684	2.3009262
GOLGB1	ENSG00000173230	False	57	True	0.10849414480080719	2.121654021688102	0.7357057
EAF2	ENSG00000145088	False	253	True	0.4320766733380804	2.66343616357755	0.5923528
KPNA1	ENSG00000114030	False	111	True	0.21229470954050955	3.759257702603341	3.9691083
PDIA5	ENSG00000065485	False	17	True	0.03363000701814667	2.16708227910619	0.8254025
GATA2	ENSG00000179348	False	4	True	0.012858308400863282	2.3277422133265606	1.142621
RAB7A	ENSG00000075785	False	840	True	1.011610486811329	2.9882183210401245	0.8614373
GP9	ENSG00000169704	False	16	True	0.169288653758899	3.9340769703711675	4.3142843
ISY1	ENSG00000240682	False	214	True	0.364339494853635	3.9725655925602394	2.2701025
ACPP	ENSG00000014257	False	12	True	0.02321362201422129	2.191169067616538	0.87296116
NPHP3	ENSG00000113971	False	55	True	0.12439552315693819	3.6568221136380568	3.7668521
UBA5	ENSG00000081307	False	110	True	0.21425965622094806	3.6437732376087753	3.7410874
CDV3	ENSG00000091527	False	273	True	0.43714052541447057	3.5458876241216943	1.723282
RAB6B	ENSG00000154917	False	5	True	0.013991345539758783	2.4161491892068114	1.3171781
ANAPC13	ENSG00000129055	False	272	True	0.504466655169605	5.1491234408208095	3.7779517
NMNAT3	ENSG00000163864	False	16	True	0.04528396918508629	3.4049648663335805	3.269567
RNF7	ENSG00000114125	False	673	True	0.8400162243788107	2.8873990878061844	0.78939
U2SURP	ENSG00000163714	False	231	True	0.3909780823268772	3.140241966371546	1.203416
GYG1	ENSG00000163754	False	310	True	0.5096843313053729	4.210852512969465	2.5754855
SIAH2	ENSG00000181788	False	326	True	0.5341610584384533	3.8757613193639133	2.1460404
GPR171	ENSG00000174946	False	135	True	0.2730726271605555	3.3770590843944617	3.2144678
MBNL1-AS1	ENSG00000229619	False	29	True	0.05837314025480154	2.334972812302838	1.1568977
LINC00886	ENSG00000240875	False	7	True	0.07130844553364833	4.950367395906147	6.320921
MFSD1	ENSG00000118855	False	163	True	0.26801144830167184	2.3262410024949807	1.1396569
SPTSSB	ENSG00000196542	False	15	True	0.03387301888517901	2.1398004600248584	0.77153534
RPL22L1	ENSG00000163584	False	537	True	0.7323218655523668	2.7339154828831025	0.5720603
TNFSF10	ENSG00000121858	False	577	True	0.8607078870211984	2.9338237313475855	0.7766562
ZMAT3	ENSG00000172667	False	70	True	0.1290114726907691	2.3216755926471517	1.1306427
RP11-145M9.4	ENSG00000269728	False	12	True	0.01866576844802704	2.29313538078986	1.0742909
ACTL6A	ENSG00000136518	False	116	True	0.2274525580911152	3.7723164578921664	3.9948926
TTC14	ENSG00000163728	False	213	True	0.3821497147080062	3.1469878914163996	1.2120614
LAMP3	ENSG00000078081	False	13	True	0.06913494661161793	4.6025454379892725	5.634156
KLHL6	ENSG00000172578	False	57	True	0.09493224368796571	2.88026876169034	2.2335691
KLHL24	ENSG00000114796	False	114	True	0.2019717501233276	3.0409460603295413	2.550822
YEATS2	ENSG00000163872	False	34	True	0.0655592532591014	2.1008750341518847	0.6946781
PARL	ENSG00000175193	False	349	True	0.5083501062857523	3.1019493682930324	1.1543411
SENP2	ENSG00000163904	False	40	True	0.07803060670563157	2.418827924312026	1.3224672
RPL39L	ENSG00000163923	False	50	True	0.10509249043578564	2.870564632051128	2.2144086
RP11-211G3.2	ENSG00000223401	False	3	True	0.02982685550130963	4.111795995994857	4.6651855
IL1RAP	ENSG00000196083	False	16	True	0.0407449929759481	2.850652398541082	2.1750927
FAM43A	ENSG00000185112	False	53	True	0.09749140854033833	2.1354179328140606	0.7628821
PPP1R2	ENSG00000184203	False	754	True	0.9809735789377849	3.6405341931659043	1.8781576
PCYT1A	ENSG00000161217	False	81	True	0.15609925384301798	3.3987815387932403	3.2573583
RNF168	ENSG00000163961	False	87	True	0.19216652691050454	4.047865572698991	4.5389566
PIGX	ENSG00000163964	False	145	True	0.2580272748531309	3.9658014912113844	4.376923
ZNF718	ENSG00000250312	False	18	True	0.04337451898582693	2.151000056669628	0.7936486
PDE6B	ENSG00000133256	False	43	True	0.12349449254181862	4.358210646436241	5.1517243
IDUA	ENSG00000127415	False	18	True	0.08097533625658147	4.733859969897402	5.893433
SPON2	ENSG00000159674	False	216	True	0.608329060461041	2.8571885119115654	0.7466124
MAEA	ENSG00000090316	False	204	True	0.41616085681697096	4.882571037444507	3.4363444
SLBP	ENSG00000163950	False	300	True	0.4611008194087399	3.035722284750674	1.069466
ZFYVE28	ENSG00000159733	False	64	True	0.11096348762306332	2.181130068615848	0.85313946
ADD1	ENSG00000087274	False	252	True	0.4152419988577848	2.9414204598031146	0.948611
MFSD10	ENSG00000109736	False	248	True	0.42530654233481546	3.347760524891566	1.4693669
LYAR	ENSG00000145220	False	499	True	0.8966042170088615	3.751080935798322	2.0504594
STX18	ENSG00000168818	False	128	True	0.26644640714624024	3.952339135032184	4.3503423
JAKMIP1	ENSG00000152969	False	34	True	0.0668186044102141	2.529717976304318	1.5414165
AC093323.3	ENSG00000170846	False	100	True	0.19208729136617567	2.221599229362105	0.9330447
S100P	ENSG00000163993	False	9	True	0.02334650864789959	2.0988837731639394	0.6907465
GRPEL1	ENSG00000109519	False	244	True	0.4315815809275025	4.5486393659185165	3.0083852
FGFBP2	ENSG00000137441	False	296	True	1.1238739623100416	3.7312844868670525	2.019604
MED28	ENSG00000118579	False	458	True	0.6350285520386919	2.875915853605761	0.77313
DHX15	ENSG00000109606	False	136	True	0.23482990814316226	3.160722846194274	2.787318
ANAPC4	ENSG00000053900	False	83	True	0.13552213628667314	2.446779498227743	1.3776568
RBPJ	ENSG00000168214	False	234	True	0.38182728141552147	3.7208495988276553	1.9475092
PGM2	ENSG00000169299	False	77	True	0.12553383237438864	2.650422242217282	1.7797438
RFC1	ENSG00000035928	False	144	True	0.2517772687677306	3.485746642390668	3.4290683
SMIM14	ENSG00000163683	False	275	True	0.46791637619118	3.174719360139718	1.2476014
UBE2K	ENSG00000078140	False	189	True	0.322562504576553	3.4399307614619916	1.5874902
COMMD8	ENSG00000169019	False	326	True	0.4755199040975104	2.6566603439280603	0.58366907
OCIAD1	ENSG00000109180	False	523	True	0.7136278446821576	2.721851738345204	0.55497825
CHIC2	ENSG00000109220	False	195	True	0.31499956735330603	3.051913125492288	1.0902158
TMEM165	ENSG00000134851	False	402	True	0.6068080789983764	3.5920542500057184	1.7871678
PAICS	ENSG00000128050	False	79	True	0.15562597841332373	3.467052967724838	3.3921583
SRP72	ENSG00000174780	False	443	True	0.5929522082004746	2.7486404928757673	0.5929106
HOPX	ENSG00000171476	False	403	True	0.8558372084190954	2.9617562839119143	0.82019275
IGFBP7	ENSG00000163453	False	228	True	0.5274522994754974	4.0597797062580945	2.381874
YTHDC1	ENSG00000083896	False	170	True	0.2915706358616474	3.448951141868107	1.5990505
IGJ	ENSG00000132465	False	72	True	0.33795021294287897	5.056736542189144	3.6595507
GRSF1	ENSG00000132463	False	340	True	0.4798749963170946	2.685750472245099	0.62095034
IL8	ENSG00000169429	False	204	True	0.5719265806516108	3.179360188573521	1.2028012
PF4	ENSG00000163737	False	43	True	0.6414293815774044	5.172661442436138	4.025276
PPBP	ENSG00000163736	False	79	True	1.2550295208762907	6.28600098287089	5.5180373
CXCL3	ENSG00000163734	False	8	True	0.020684279121974354	2.2964881899413503	1.0809108
CXCL2	ENSG00000081041	False	47	True	0.10051201448178855	2.1260767424010423	0.74443823
EREG	ENSG00000124882	False	44	True	0.08729635096992358	2.015421992662356	0.52595353
RCHY1	ENSG00000163743	False	116	True	0.21538652600189925	3.6332064965324427	3.7202237
SDAD1	ENSG00000198301	False	165	True	0.26252814371289024	2.575879487782305	1.6325612
CXCL10	ENSG00000169245	False	12	True	0.04030435789976579	3.671026352516618	3.794898
NUP54	ENSG00000138750	False	122	True	0.22596511910263872	2.9715296866458027	2.4137614
SEPT11	ENSG00000138758	False	85	True	0.18776473210914676	3.994379203890482	4.433349
MRPL1	ENSG00000169288	False	133	True	0.2464494048748629	3.3469861820348448	3.1550899
ANTXR2	ENSG00000163297	False	85	True	0.1437292632144625	2.1267468210832225	0.7457613
SEC31A	ENSG00000138674	False	174	True	0.2794938776678998	2.9543044889574075	2.3797507
COPS4	ENSG00000138663	False	225	True	0.3609461154605582	3.4945320418039194	1.6574659
HELQ	ENSG00000163312	False	87	True	0.18120777035987307	3.9103064557293163	4.2673497
ARHGAP24	ENSG00000138639	False	86	True	0.2547297221560887	4.811377268160074	6.046489
SNCA	ENSG00000145335	False	58	True	0.11662063478358638	2.459836504901788	1.4034375
DNAJB14	ENSG00000164031	False	122	True	0.20984828663684743	2.560756439697546	1.6027011
MANBA	ENSG00000109323	False	80	True	0.13202136186945346	2.081945799270742	0.6573029
UBE2D3	ENSG00000109332	False	1526	True	1.670718290627657	2.8227831545356104	0.5404451
PPA2	ENSG00000138777	False	240	True	0.3916538472039336	3.4554514620662364	1.6073811
INTS12	ENSG00000138785	False	99	True	0.2725240347669689	4.318441957720905	5.073202
TBCK	ENSG00000145348	False	38	True	0.10993282467285687	4.197755346917947	4.8349094
OSTC	ENSG00000198856	False	506	True	0.6857234424389207	2.7597443215847903	0.6086334
PLA2G12A	ENSG00000123739	False	120	True	0.2319118778891591	2.7100660836948713	1.8975089
SNHG8	ENSG00000269893	False	678	True	0.8958345663967754	2.865230392837773	0.66974443
C4orf3	ENSG00000164096	False	997	True	1.2695266582757458	5.496203409548328	4.348996
SPRY1	ENSG00000164056	False	19	True	0.04223785143877954	2.0296818401358117	0.55410916
PGRMC2	ENSG00000164040	False	120	True	0.20028477344777307	2.568444176459211	1.6178803
C4orf33	ENSG00000151470	False	53	True	0.12288424462507859	3.8472491111049445	4.1428447
RP11-102N12.3	ENSG00000273472	False	27	True	0.05397923012183919	2.037756889814971	0.57005316
ZNF330	ENSG00000109445	False	154	True	0.23788573133860955	2.4393489252778355	1.3629854
USP38	ENSG00000170185	False	60	True	0.16555020749042493	4.861466882169851	6.1453896
LSM6	ENSG00000164167	False	446	True	0.6463608625651059	3.3078950594861425	1.384804
LRBA	ENSG00000198589	False	147	True	0.2360868017911665	2.1571823940229886	0.80585545
RP11-18H21.1	ENSG00000245954	False	112	True	0.19399836232521844	2.0153714930901465	0.5258538
PLRG1	ENSG00000171566	False	189	True	0.326133073621036	3.782601039980379	2.0266483
PALLD	ENSG00000129116	False	11	True	0.02418606826683239	2.1531565755010926	0.7979066
RWDD4	ENSG00000182552	False	158	True	0.25935720881463203	2.336906184990902	1.1607151
RP11-701P16.5	ENSG00000251230	False	8	True	0.024874220999358394	3.350606704769937	3.1622384
KIAA1430	ENSG00000164323	False	120	True	0.20987334847200162	2.4269457139805053	1.3384956
MARCH6	ENSG00000145495	False	148	True	0.23265322291396834	2.1101059267647497	0.7129043
C5orf42	ENSG00000197603	False	8	True	0.015777466344133805	2.004938844275376	0.5052548
FYB	ENSG00000082074	False	990	True	1.2688851924652023	3.509176697625695	1.4078436
FBXO4	ENSG00000151876	False	90	True	0.15956546843300892	2.761774745834977	1.9996061
NNT-AS1	ENSG00000248092	False	65	True	0.1448984126337698	3.413572506158096	3.2865627
EMB	ENSG00000170571	False	278	True	0.4773691389065074	3.4024841710319684	1.5394995
MOCS2	ENSG00000164172	False	94	True	0.2828485393858521	5.226698606174996	3.87737
GZMK	ENSG00000113088	False	319	True	1.0002123454634373	3.314459852482446	1.3699278
GZMA	ENSG00000145649	False	541	True	1.3754771729631896	3.1449250107233966	0.8686863
ZSWIM6	ENSG00000130449	False	19	True	0.035919655639355924	2.3420964547024647	1.170963
DIMT1	ENSG00000086189	False	185	True	0.32554819498870746	3.4372684527557458	1.5840782
CWC27	ENSG00000153015	False	187	True	0.3352240653754631	3.9439360019686465	2.2334116
TRIM23	ENSG00000113595	False	25	True	0.05346212985267174	2.9244352543271783	2.3207748
PIK3R1	ENSG00000145675	False	162	True	0.28290267704085503	3.2107181417303994	1.2937366
NAIP	ENSG00000249437	False	24	True	0.0511544733343398	2.0027276943501824	0.50088894
GTF2H2	ENSG00000145736	False	48	True	0.08462433101103307	2.023624311307033	0.54214877
NSA2	ENSG00000164346	False	602	True	0.8259610799534275	3.448897591363746	1.5844609
CTD-2015H6.3	ENSG00000249042	False	7	True	0.01616916769991825	2.110953975397388	0.71457875
ZCCHC9	ENSG00000131732	False	156	True	0.27322442852168055	3.085977569510856	2.6397355
ARRDC3	ENSG00000113369	False	121	True	0.21408793565871337	2.1804522686662318	0.85180116
RIOK2	ENSG00000058729	False	116	True	0.25829819138996946	4.093262789012958	4.628592
DCP2	ENSG00000172795	False	167	True	0.2814376352801462	3.529512899773553	1.7022965
AP3S1	ENSG00000177879	False	427	True	0.5846791547893877	2.6858260501402573	0.50396657
COMMD10	ENSG00000145781	False	145	True	0.257180389815554	3.084239565670442	2.636304
CEP120	ENSG00000168944	False	55	True	0.10400955073763822	2.5009935903246494	1.484701
ISOC1	ENSG00000066583	False	106	True	0.21571387623593774	3.789491443021693	4.028804
HINT1	ENSG00000169567	False	1725	True	1.9196037442445857	3.05191378593819	0.61941326
SLC22A4	ENSG00000197208	False	8	True	0.027852768710614952	3.57494182708012	3.6051817
C5orf56	ENSG00000197536	False	337	True	0.5511829857067666	2.932773477220437	0.93752927
KIF3A	ENSG00000131437	False	59	True	0.10961861137721525	2.149225203008629	0.7901442
C5orf15	ENSG00000113583	False	152	True	0.26394150439204334	2.956500778772201	2.3840873
CTB-113I20.2	ENSG00000271737	False	12	True	0.1293603473121127	5.654500362142148	7.711212
PPP2CA	ENSG00000113575	False	402	True	0.5851100731458753	3.2254862179320676	1.2681147
DDX46	ENSG00000145833	False	436	True	0.6404938516064475	3.7796502541852868	2.0528002
H2AFY	ENSG00000113648	False	798	True	1.113162898222475	3.5979562512347765	1.8117943
KDM3B	ENSG00000120733	False	70	True	0.11743256272380273	2.4075477294551497	1.3001949
MZB1	ENSG00000170476	False	74	True	0.16499381211380088	2.2676903818286753	1.0240504
UBE2D2	ENSG00000131508	False	1133	True	1.330378612263113	3.007446908320238	0.6651943
PURA	ENSG00000185129	False	44	True	0.12924382886101163	4.476495277133174	5.385274
HBEGF	ENSG00000113070	False	35	True	0.06912326290940053	2.6684781167011735	1.8153945
ANKHD1	ENSG00000131503	False	62	True	0.09939826190540911	2.159072141849443	0.8095867
SRA1	ENSG00000213523	False	285	True	0.46363265459742453	4.20646101906087	2.5698574
NDUFA2	ENSG00000131495	False	695	True	0.9378871830794371	4.41223994969017	3.080963
WDR55	ENSG00000120314	False	106	True	0.2107746790896117	3.387464142431661	3.2350123
DIAPH1	ENSG00000131504	False	240	True	0.3818043703863205	2.899929666227293	0.89543736
RNF14	ENSG00000013561	False	80	True	0.19705560744658882	4.696666920922543	5.819997
NR3C1	ENSG00000113580	False	286	True	0.4822211126476722	3.9234724234868406	2.207186
YIPF5	ENSG00000145817	False	170	True	0.2605127371242047	2.084808772817247	0.66295576
PRELID2	ENSG00000186314	False	11	True	0.02415198450689667	2.416852685999353	1.3185672
LARS	ENSG00000133706	False	155	True	0.2672592789256051	3.337824856500264	3.137001
CSNK1A1	ENSG00000113712	False	422	True	0.5852073537844795	2.876034554018813	0.7732981
CCDC69	ENSG00000198624	False	333	True	0.49084104142801943	2.772493100835203	0.73211765
SPARC	ENSG00000113140	False	36	True	0.20174678860612028	3.720464613009053	3.8925126
FAXDC2	ENSG00000170271	False	8	True	0.03737045829433217	2.914341807648912	2.3008456
HAVCR2	ENSG00000135077	False	125	True	0.24440185230784434	2.7581280417797087	1.9924058
MED7	ENSG00000155868	False	67	True	0.1171250402600946	2.2033986757379656	0.8971082
UBLCP1	ENSG00000164332	False	106	True	0.19918669688425764	2.8251441691902475	2.1247272
TTC1	ENSG00000113312	False	329	True	0.5311156007850876	4.331543543352032	2.7301602
CCNG1	ENSG00000113328	False	443	True	0.6429895345616219	3.4320510739023034	1.5606065
RARS	ENSG00000113643	False	128	True	0.2213033402215379	3.5450244406002582	3.5461109
ATP6V0E1	ENSG00000113732	False	1515	True	1.6823610331074927	3.385924929709274	1.590859
UIMC1	ENSG00000087206	False	113	True	0.2195903041520843	3.4945855478784726	3.4465206
LMAN2	ENSG00000169223	False	698	True	0.8938795644049409	3.0651019125218553	0.98127055
RGS14	ENSG00000169220	False	289	True	0.4382113123594276	2.868904139754594	0.85567576
DOK3	ENSG00000146094	False	78	True	0.2778953189214395	5.838389329062903	8.074296
SCGB3A1	ENSG00000161055	False	140	True	0.2426988061481418	2.1788045556784983	0.8485478
RP11-532F6.3	ENSG00000272463	False	13	True	0.02747232659687615	2.293844056303228	1.07569
SERPINB1	ENSG00000021355	False	977	True	1.2429480119378429	3.564115431303012	1.4891627
LYRM4	ENSG00000214113	False	347	True	0.5667363709052871	3.7546325373851874	2.0173755
F13A1	ENSG00000124491	False	35	True	0.09981976238673902	2.820589483702893	2.115734
RIOK1	ENSG00000124784	False	97	True	0.2000116924089947	3.9432374132416235	4.332371
TMEM14C	ENSG00000111843	False	410	True	0.5773998160948386	3.1453249992804233	1.154608
TMEM14B	ENSG00000137210	False	642	True	0.8360890170072144	2.814602916343856	0.6863121
PHACTR1	ENSG00000112137	False	124	True	0.21890896193969708	2.9720755167958135	2.414839
NOL7	ENSG00000225921	False	608	True	0.7844863381454474	2.7924889222165747	0.65499914
MCUR1	ENSG00000050393	False	139	True	0.21905511459547594	2.0642249912922477	0.6223137
JARID2	ENSG00000008083	False	95	True	0.16435660422323503	2.728518101875334	1.9339418
GMPR	ENSG00000137198	False	54	True	0.12867896065448392	3.5356465084085094	3.5275943
ACOT13	ENSG00000112304	False	76	True	0.16326998314371458	3.404884839082686	3.269409
RP11-367G6.3	ENSG00000272053	False	26	True	0.07422260629561231	2.6802795572241376	1.8386961
HIST1H2AC	ENSG00000180573	False	97	True	0.37236277347588626	4.174857627311653	2.5293553
BTN3A2	ENSG00000186470	False	583	True	0.8331298137888947	3.6314539987865393	1.8429571
BTN3A1	ENSG00000026950	False	157	True	0.30949777192788486	3.5874621229200887	1.7765629
ABT1	ENSG00000146109	False	317	True	0.48823654316902165	2.9645123405016123	0.978205
HIST1H2BJ	ENSG00000124635	False	15	True	0.060051978376753974	3.141549792337682	2.7494614
HIST1H2AH	ENSG00000184825	False	6	True	0.014148072498777878	2.0665409207826264	0.6268864
HIST1H1B	ENSG00000184357	False	9	True	0.07812725368149608	5.12989179147633	6.675387
FLOT1	ENSG00000137312	False	309	True	0.481483320879097	2.6983221151945953	0.63706183
IER3	ENSG00000137331	False	87	True	0.15723600198759596	2.0235647901464437	0.5420312
XXbac-BPG299F13.17	ENSG00000272501	False	345	True	0.5423754191816877	3.0522502219174688	1.0906478
NFKBIL1	ENSG00000204498	False	99	True	0.20346846454827272	4.29454284135354	5.026014
LTB	ENSG00000227507	False	1893	True	2.894342792546002	3.595968492826696	2.0126767
LST1	ENSG00000204482	False	959	True	2.172819103003154	3.6123286452442653	1.4983488
NCR3	ENSG00000204475	False	258	True	0.5246811782377453	2.6028584293462114	0.5147178
AIF1	ENSG00000204472	False	1008	True	2.206402568055957	3.4834412008996174	1.2675908
CSNK2B	ENSG00000204435	False	917	True	1.1108022354416118	3.020217573815237	0.9113124
LY6G5B	ENSG00000240053	False	5	True	0.012598408707608704	2.4009340777909647	1.2871363
LY6G6F	ENSG00000204424	False	8	True	0.0383150820198289	2.7713038188281507	2.018421
C6orf25	ENSG00000204420	False	19	True	0.04339284162156807	2.263094289116209	1.0149755
EHMT2	ENSG00000204371	False	93	True	0.1507169144286469	2.0920545580605583	0.67726237
PPT2-EGFL8	ENSG00000258388	False	3	True	0.055272936465818205	4.85905009329083	6.140618
AGPAT1	ENSG00000204310	False	87	True	0.20736116330888824	4.526593359847987	5.484191
HLA-DRB1	ENSG00000196126	False	1235	True	2.34299384354616	3.2716365580202136	0.82090735
HLA-DQA1	ENSG00000196735	False	586	True	1.3611239674879163	3.2287971988829205	0.99283206
HLA-DQB1	ENSG00000179344	False	645	True	1.3310028835749106	3.051730997663428	0.7307426
HLA-DOB	ENSG00000241106	False	125	True	0.2592288292198651	2.0944840278546324	0.6820593
PSMB8	ENSG00000204264	False	1238	True	1.444239000120358	3.072544286924307	1.0063181
HLA-DMB	ENSG00000242574	False	482	True	0.8122973848844246	2.9286669210728036	0.84782445
HLA-DMA	ENSG00000204257	False	708	True	1.2310222909492896	3.200749924914851	0.9513171
HLA-DPA1	ENSG00000231389	False	1326	True	2.3678978091944085	3.465402746635178	1.170077
HLA-DPB1	ENSG00000223865	False	1388	True	2.506983068541266	3.716083586634932	1.6218076
RGL2	ENSG00000237441	False	104	True	0.19607651092176628	2.806819449272997	2.0885456
TAPBP	ENSG00000231925	False	702	True	0.9207099090563023	2.8221968455405184	0.60267097
DEF6	ENSG00000023892	False	422	True	0.5815609635429176	2.9120920921899422	0.8243548
FKBP5	ENSG00000096060	False	217	True	0.4099213724947675	4.16940253109756	2.5223641
STK38	ENSG00000112079	False	232	True	0.43907166464104747	3.7955416943697284	2.043233
SRSF3	ENSG00000112081	False	1277	True	1.4498547739923322	2.9649270483217776	0.80558246
OARD1	ENSG00000124596	False	223	True	0.3774186114785622	2.7416850013498415	0.6926347
TREML1	ENSG00000161911	False	17	True	0.13299282953196317	3.8732344802179703	4.1941524
RPL7L1	ENSG00000146223	False	294	True	0.4840253996516546	3.2640020011277286	1.362024
PTCRA	ENSG00000171611	False	20	True	0.1437390702547538	3.8803978399174555	4.2082963
CNPY3	ENSG00000137161	False	750	True	1.0000216063638074	2.9267841623795863	0.76568407
KLC4	ENSG00000137171	False	27	True	0.043467111274037455	2.0776411647027646	0.64880353
CRIP3	ENSG00000146215	False	7	True	0.012864658219818902	2.080170420957592	0.65379745
ABCC10	ENSG00000124574	False	30	True	0.10621816063148556	4.694390189962653	5.815501
YIPF3	ENSG00000137207	False	269	True	0.3861655791222949	2.6555339231101573	0.5822255
GTPBP2	ENSG00000172432	False	23	True	0.050233478128100445	2.0509833631858023	0.59616846
RSPH9	ENSG00000172426	False	6	True	0.01740929224805484	2.479864948221623	1.4429832
MRPS18A	ENSG00000096080	False	167	True	0.266977081963856	2.4372331528335924	1.3588078
PLA2G7	ENSG00000146070	False	42	True	0.08709064563783905	3.164669085112987	2.7951097
CD2AP	ENSG00000198087	False	56	True	0.11695103840087973	3.140667980773217	2.7477202
